TractName,TotalPopulation,MedianHouseholdIncome,MedianAge,state,county,tract,GEOID
Census Tract 432.35; Riverside County; California,11937,123558,37.5,06,065,043235,06065043235
Census Tract 432.46; Riverside County; California,6318,160250,38.2,06,065,043246,06065043246
Census Tract 432.48; Riverside County; California,4235,123750,40.7,06,065,043248,06065043248
Census Tract 432.52; Riverside County; California,10006,150136,37.1,06,065,043252,06065043252
Census Tract 432.54; Riverside County; California,5201,100735,40.6,06,065,043254,06065043254
Census Tract 432.56; Riverside County; California,3440,113382,36.5,06,065,043256,06065043256
Census Tract 432.62; Riverside County; California,4802,118932,37.3,06,065,043262,06065043262
Census Tract 432.64; Riverside County; California,8096,137656,34.6,06,065,043264,06065043264
Census Tract 432.65; Riverside County; California,7779,136875,33.5,06,065,043265,06065043265
Census Tract 432.66; Riverside County; California,5698,80855,30.8,06,065,043266,06065043266
Census Tract 432.67; Riverside County; California,5525,97833,46.7,06,065,043267,06065043267
Census Tract 432.70; Riverside County; California,5771,118650,37.5,06,065,043270,06065043270
Census Tract 432.71; Riverside County; California,4969,101667,32.3,06,065,043271,06065043271
Census Tract 432.72; Riverside County; California,5370,120690,50.3,06,065,043272,06065043272
Census Tract 432.74; Riverside County; California,2381,104389,33.4,06,065,043274,06065043274
Census Tract 432.76; Riverside County; California,3118,131250,39.0,06,065,043276,06065043276
Census Tract 432.78; Riverside County; California,6248,140938,35.7,06,065,043278,06065043278
Census Tract 432.79; Riverside County; California,5166,80298,38.6,06,065,043279,06065043279
Census Tract 432.92; Riverside County; California,4104,139746,42.0,06,065,043292,06065043292
Census Tract 432.93; Riverside County; California,2990,115271,60.3,06,065,043293,06065043293
Census Tract 432.94; Riverside County; California,4707,124049,39.5,06,065,043294,06065043294
Census Tract 432.95; Riverside County; California,5119,107098,35.1,06,065,043295,06065043295
Census Tract 432.96; Riverside County; California,5419,172750,38.4,06,065,043296,06065043296
Census Tract 432.97; Riverside County; California,9896,142829,32.0,06,065,043297,06065043297
Census Tract 432.98; Riverside County; California,5722,89173,35.3,06,065,043298,06065043298
Census Tract 433.04; Riverside County; California,8796,77229,36.7,06,065,043304,06065043304
Census Tract 433.06; Riverside County; California,5387,53972,37.4,06,065,043306,06065043306
Census Tract 433.07; Riverside County; California,6755,35909,42.7,06,065,043307,06065043307
Census Tract 433.08; Riverside County; California,2550,42679,27.8,06,065,043308,06065043308
Census Tract 433.09; Riverside County; California,3008,48487,30.3,06,065,043309,06065043309
Census Tract 433.10; Riverside County; California,3674,56250,31.1,06,065,043310,06065043310
Census Tract 433.11; Riverside County; California,2390,69688,33.7,06,065,043311,06065043311
Census Tract 433.12; Riverside County; California,4698,72287,27.8,06,065,043312,06065043312
Census Tract 433.13; Riverside County; California,3599,58438,31.5,06,065,043313,06065043313
Census Tract 433.14; Riverside County; California,4236,66538,37.1,06,065,043314,06065043314
Census Tract 433.15; Riverside County; California,2538,89575,37.9,06,065,043315,06065043315
Census Tract 433.16; Riverside County; California,3524,53231,62.8,06,065,043316,06065043316
Census Tract 433.18; Riverside County; California,6041,80804,33.7,06,065,043318,06065043318
Census Tract 433.19; Riverside County; California,5742,81477,29.4,06,065,043319,06065043319
Census Tract 434.01; Riverside County; California,6635,33556,36.2,06,065,043401,06065043401
Census Tract 434.03; Riverside County; California,3037,46699,36.1,06,065,043403,06065043403
Census Tract 434.04; Riverside County; California,2506,43869,60.5,06,065,043404,06065043404
Census Tract 434.05; Riverside County; California,4907,38285,42.6,06,065,043405,06065043405
Census Tract 435.03; Riverside County; California,3873,41131,48.4,06,065,043503,06065043503
Census Tract 435.05; Riverside County; California,3536,37500,63.1,06,065,043505,06065043505
Census Tract 435.06; Riverside County; California,8192,75255,34.8,06,065,043506,06065043506
Census Tract 435.09; Riverside County; California,5220,71083,35.6,06,065,043509,06065043509
Census Tract 435.12; Riverside County; California,7543,73772,31.7,06,065,043512,06065043512
Census Tract 435.13; Riverside County; California,3176,56589,33.9,06,065,043513,06065043513
Census Tract 435.17; Riverside County; California,8706,84306,30.1,06,065,043517,06065043517
Census Tract 435.18; Riverside County; California,5456,69944,31.1,06,065,043518,06065043518
Census Tract 435.19; Riverside County; California,1221,39375,78.6,06,065,043519,06065043519
Census Tract 435.20; Riverside County; California,2651,53359,39.1,06,065,043520,06065043520
Census Tract 435.21; Riverside County; California,4025,42273,32.8,06,065,043521,06065043521
Census Tract 435.22; Riverside County; California,2610,70191,30.5,06,065,043522,06065043522
Census Tract 435.23; Riverside County; California,3255,44192,38.0,06,065,043523,06065043523
Census Tract 435.24; Riverside County; California,4877,95989,37.9,06,065,043524,06065043524
Census Tract 436.01; Riverside County; California,5444,49063,26.3,06,065,043601,06065043601
Census Tract 436.02; Riverside County; California,3382,39925,30.2,06,065,043602,06065043602
Census Tract 437.01; Riverside County; California,4113,55078,42.2,06,065,043701,06065043701
Census Tract 437.02; Riverside County; California,4812,62277,38.6,06,065,043702,06065043702
Census Tract 437.03; Riverside County; California,3339,70006,30.8,06,065,043703,06065043703
Census Tract 438.02; Riverside County; California,7232,84709,38.8,06,065,043802,06065043802
Census Tract 438.07; Riverside County; California,7050,86426,31.2,06,065,043807,06065043807
Census Tract 438.09; Riverside County; California,6730,95694,39.7,06,065,043809,06065043809
Census Tract 438.10; Riverside County; California,4912,84269,54.0,06,065,043810,06065043810
Census Tract 438.12; Riverside County; California,6375,59435,74.7,06,065,043812,06065043812
Census Tract 438.13; Riverside County; California,3983,77875,38.6,06,065,043813,06065043813
Census Tract 438.18; Riverside County; California,4162,116989,36.6,06,065,043818,06065043818
Census Tract 438.20; Riverside County; California,5932,113674,37.4,06,065,043820,06065043820
Census Tract 438.21; Riverside County; California,5569,78194,31.0,06,065,043821,06065043821
Census Tract 438.22; Riverside County; California,3290,118125,31.0,06,065,043822,06065043822
Census Tract 438.23; Riverside County; California,12388,142500,34.3,06,065,043823,06065043823
Census Tract 438.24; Riverside County; California,5394,71250,59.0,06,065,043824,06065043824
Census Tract 439; Riverside County; California,6622,84470,32.5,06,065,043900,06065043900
Census Tract 440; Riverside County; California,1939,60642,33.4,06,065,044000,06065044000
Census Tract 441.01; Riverside County; California,2682,52699,29.7,06,065,044101,06065044101
Census Tract 441.02; Riverside County; California,3389,59611,32.1,06,065,044102,06065044102
Census Tract 441.03; Riverside County; California,6256,49012,49.0,06,065,044103,06065044103
Census Tract 441.04; Riverside County; California,2926,93894,36.5,06,065,044104,06065044104
Census Tract 442; Riverside County; California,6077,48777,30.7,06,065,044200,06065044200
Census Tract 443; Riverside County; California,4799,55555,33.5,06,065,044300,06065044300
Census Tract 444.03; Riverside County; California,3663,51250,51.0,06,065,044403,06065044403
Census Tract 444.04; Riverside County; California,2278,67786,42.8,06,065,044404,06065044404
Census Tract 444.05; Riverside County; California,1425,96250,57.5,06,065,044405,06065044405
Census Tract 444.06; Riverside County; California,2067,49120,46.0,06,065,044406,06065044406
Census Tract 444.07; Riverside County; California,2694,67102,50.3,06,065,044407,06065044407
Census Tract 445.05; Riverside County; California,7432,69784,34.9,06,065,044505,06065044505
Census Tract 445.07; Riverside County; California,7212,56548,30.4,06,065,044507,06065044507
Census Tract 445.09; Riverside County; California,5527,38355,26.8,06,065,044509,06065044509
Census Tract 445.10; Riverside County; California,6340,41382,32.3,06,065,044510,06065044510
Census Tract 445.15; Riverside County; California,4101,37467,41.4,06,065,044515,06065044515
Census Tract 445.16; Riverside County; California,6827,46661,38.4,06,065,044516,06065044516
Census Tract 445.17; Riverside County; California,2784,97688,43.9,06,065,044517,06065044517
Census Tract 445.18; Riverside County; California,7440,70296,35.5,06,065,044518,06065044518
Census Tract 445.20; Riverside County; California,1163,57614,50.4,06,065,044520,06065044520
Census Tract 445.21; Riverside County; California,1295,71094,40.9,06,065,044521,06065044521
Census Tract 445.23; Riverside County; California,1811,46522,58.8,06,065,044523,06065044523
Census Tract 445.24; Riverside County; California,2573,39859,39.9,06,065,044524,06065044524
Census Tract 446.02; Riverside County; California,2728,52433,57.9,06,065,044602,06065044602
Census Tract 446.04; Riverside County; California,3292,75764,55.4,06,065,044604,06065044604
Census Tract 446.05; Riverside County; California,5927,58401,45.1,06,065,044605,06065044605
Census Tract 446.06; Riverside County; California,2938,70583,43.9,06,065,044606,06065044606
Census Tract 447.01; Riverside County; California,3171,54107,47.7,06,065,044701,06065044701
Census Tract 447.02; Riverside County; California,2149,38409,38.6,06,065,044702,06065044702
Census Tract 448.04; Riverside County; California,2675,69764,48.0,06,065,044804,06065044804
Census Tract 448.05; Riverside County; California,1628,76167,61.9,06,065,044805,06065044805
Census Tract 448.06; Riverside County; California,1754,58750,57.5,06,065,044806,06065044806
Census Tract 448.07; Riverside County; California,1361,85278,57.4,06,065,044807,06065044807
Census Tract 449.04; Riverside County; California,5685,85000,41.9,06,065,044904,06065044904
Census Tract 449.07; Riverside County; California,5101,42955,31.5,06,065,044907,06065044907
Census Tract 449.11; Riverside County; California,4703,49455,37.7,06,065,044911,06065044911
Census Tract 449.16; Riverside County; California,5198,52406,36.6,06,065,044916,06065044916
Census Tract 449.17; Riverside County; California,3980,131677,67.3,06,065,044917,06065044917
Census Tract 449.18; Riverside County; California,2378,98835,71.0,06,065,044918,06065044918
Census Tract 449.19; Riverside County; California,4850,61528,69.5,06,065,044919,06065044919
Census Tract 449.21; Riverside County; California,2842,134271,56.7,06,065,044921,06065044921
Census Tract 449.22; Riverside County; California,6407,129375,43.8,06,065,044922,06065044922
Census Tract 449.23; Riverside County; California,3249,104554,44.6,06,065,044923,06065044923
Census Tract 449.24; Riverside County; California,3018,83922,38.8,06,065,044924,06065044924
Census Tract 449.25; Riverside County; California,3866,90357,39.0,06,065,044925,06065044925
Census Tract 449.26; Riverside County; California,5051,56397,38.6,06,065,044926,06065044926
Census Tract 449.27; Riverside County; California,3587,89357,65.3,06,065,044927,06065044927
Census Tract 449.28; Riverside County; California,4043,115098,69.5,06,065,044928,06065044928
Census Tract 449.29; Riverside County; California,4294,74018,61.9,06,065,044929,06065044929
Census Tract 449.30; Riverside County; California,3443,80129,37.3,06,065,044930,06065044930
Census Tract 449.31; Riverside County; California,2477,82363,37.2,06,065,044931,06065044931
Census Tract 449.32; Riverside County; California,2704,83000,45.4,06,065,044932,06065044932
Census Tract 449.33; Riverside County; California,3525,50192,27.2,06,065,044933,06065044933
Census Tract 449.34; Riverside County; California,2419,30505,34.8,06,065,044934,06065044934
Census Tract 450; Riverside County; California,2931,54250,50.2,06,065,045000,06065045000
Census Tract 451.03; Riverside County; California,3170,80625,59.1,06,065,045103,06065045103
Census Tract 451.09; Riverside County; California,4262,83011,32.3,06,065,045109,06065045109
Census Tract 451.10; Riverside County; California,5099,80755,42.1,06,065,045110,06065045110
Census Tract 451.14; Riverside County; California,1871,120000,69.9,06,065,045114,06065045114
Census Tract 451.15; Riverside County; California,1781,114183,64.7,06,065,045115,06065045115
Census Tract 451.16; Riverside County; California,1521,76660,42.5,06,065,045116,06065045116
Census Tract 451.17; Riverside County; California,3589,63911,44.2,06,065,045117,06065045117
Census Tract 451.18; Riverside County; California,2448,48519,47.9,06,065,045118,06065045118
Census Tract 451.19; Riverside County; California,2458,82308,56.3,06,065,045119,06065045119
Census Tract 451.20; Riverside County; California,4171,64030,49.8,06,065,045120,06065045120
Census Tract 451.22; Riverside County; California,1380,75792,70.1,06,065,045122,06065045122
Census Tract 451.23; Riverside County; California,2422,91250,54.8,06,065,045123,06065045123
Census Tract 451.24; Riverside County; California,1440,63750,60.6,06,065,045124,06065045124
Census Tract 451.25; Riverside County; California,2258,177083,69.5,06,065,045125,06065045125
Census Tract 451.26; Riverside County; California,3392,56563,37.3,06,065,045126,06065045126
Census Tract 451.27; Riverside County; California,1960,48011,56.9,06,065,045127,06065045127
Census Tract 451.28; Riverside County; California,1533,174688,69.3,06,065,045128,06065045128
Census Tract 451.29; Riverside County; California,5054,66509,51.5,06,065,045129,06065045129
Census Tract 452.07; Riverside County; California,5029,48824,31.5,06,065,045207,06065045207
Census Tract 452.09; Riverside County; California,5640,58231,34.5,06,065,045209,06065045209
Census Tract 452.12; Riverside County; California,2247,71058,61.2,06,065,045212,06065045212
Census Tract 452.13; Riverside County; California,5798,78586,35.7,06,065,045213,06065045213
Census Tract 452.14; Riverside County; California,5657,98077,44.2,06,065,045214,06065045214
Census Tract 452.16; Riverside County; California,2441,106447,68.2,06,065,045216,06065045216
Census Tract 452.17; Riverside County; California,7703,74669,34.6,06,065,045217,06065045217
Census Tract 452.22; Riverside County; California,2263,90233,48.0,06,065,045222,06065045222
Census Tract 452.24; Riverside County; California,5607,86808,44.2,06,065,045224,06065045224
Census Tract 452.26; Riverside County; California,5874,82196,37.2,06,065,045226,06065045226
Census Tract 452.28; Riverside County; California,7321,86841,38.2,06,065,045228,06065045228
Census Tract 452.33; Riverside County; California,4788,79543,37.9,06,065,045233,06065045233
Census Tract 452.34; Riverside County; California,4962,128917,38.7,06,065,045234,06065045234
Census Tract 452.35; Riverside County; California,3346,85833,44.8,06,065,045235,06065045235
Census Tract 453.02; Riverside County; California,4129,71625,40.0,06,065,045302,06065045302
Census Tract 453.03; Riverside County; California,2320,42328,36.0,06,065,045303,06065045303
Census Tract 453.05; Riverside County; California,5424,116000,33.6,06,065,045305,06065045305
Census Tract 453.06; Riverside County; California,6172,120833,36.6,06,065,045306,06065045306
Census Tract 455.01; Riverside County; California,6676,47951,35.0,06,065,045501,06065045501
Census Tract 455.02; Riverside County; California,3859,42500,31.2,06,065,045502,06065045502
Census Tract 456.06; Riverside County; California,3220,94385,64.0,06,065,045606,06065045606
Census Tract 456.10; Riverside County; California,3306,26250,40.6,06,065,045610,06065045610
Census Tract 456.11; Riverside County; California,2946,39324,41.5,06,065,045611,06065045611
Census Tract 456.12; Riverside County; California,3485,35774,38.0,06,065,045612,06065045612
Census Tract 456.13; Riverside County; California,1530,149643,69.9,06,065,045613,06065045613
Census Tract 456.14; Riverside County; California,1260,182614,69.6,06,065,045614,06065045614
Census Tract 456.15; Riverside County; California,2872,36745,43.0,06,065,045615,06065045615
Census Tract 456.16; Riverside County; California,1711,43517,28.9,06,065,045616,06065045616
Census Tract 456.17; Riverside County; California,1707,100929,70.4,06,065,045617,06065045617
Census Tract 456.18; Riverside County; California,1501,23442,34.5,06,065,045618,06065045618
Census Tract 456.19; Riverside County; California,3964,30888,38.1,06,065,045619,06065045619
Census Tract 457.03; Riverside County; California,6645,46271,35.9,06,065,045703,06065045703
Census Tract 457.04; Riverside County; California,3036,29243,32.8,06,065,045704,06065045704
Census Tract 457.06; Riverside County; California,5105,53472,35.3,06,065,045706,06065045706
Census Tract 457.07; Riverside County; California,6608,59821,33.8,06,065,045707,06065045707
Census Tract 457.08; Riverside County; California,4190,46635,29.6,06,065,045708,06065045708
Census Tract 457.09; Riverside County; California,4613,41250,34.1,06,065,045709,06065045709
Census Tract 459; Riverside County; California,1789,45952,33.6,06,065,045900,06065045900
Census Tract 461.01; Riverside County; California,2867,58966,32.6,06,065,046101,06065046101
Census Tract 461.02; Riverside County; California,1932,36111,30.9,06,065,046102,06065046102
Census Tract 461.03; Riverside County; California,3109,73977,33.3,06,065,046103,06065046103
Census Tract 462; Riverside County; California,3007,36849,28.6,06,065,046200,06065046200
Census Tract 464.01; Riverside County; California,4192,92333,33.6,06,065,046401,06065046401
Census Tract 464.02; Riverside County; California,5304,61569,28.9,06,065,046402,06065046402
Census Tract 464.03; Riverside County; California,7941,83487,36.1,06,065,046403,06065046403
Census Tract 464.04; Riverside County; California,6321,80504,31.8,06,065,046404,06065046404
Census Tract 464.05; Riverside County; California,3843,89097,38.7,06,065,046405,06065046405
Census Tract 465.01; Riverside County; California,6264,-666666666,19.6,06,065,046501,06065046501
Census Tract 465.02; Riverside County; California,3839,43547,21.9,06,065,046502,06065046502
Census Tract 466.01; Riverside County; California,3068,111250,39.4,06,065,046601,06065046601
Census Tract 466.02; Riverside County; California,3894,119447,37.5,06,065,046602,06065046602
Census Tract 467; Riverside County; California,4366,50038,31.7,06,065,046700,06065046700
Census Tract 468; Riverside County; California,6043,85022,32.1,06,065,046800,06065046800
Census Tract 469; Riverside County; California,1835,49821,38.8,06,065,046900,06065046900
Census Tract 470; Riverside County; California,1601,72232,41.2,06,065,047000,06065047000
Census Tract 472.01; Riverside County; California,2000,34831,67.9,06,065,047201,06065047201
Census Tract 472.02; Riverside County; California,1961,45250,56.7,06,065,047202,06065047202
Census Tract 479.01; Riverside County; California,4328,134375,40.9,06,065,047901,06065047901
Census Tract 479.02; Riverside County; California,6746,201184,41.7,06,065,047902,06065047902
Census Tract 481; Riverside County; California,6832,187738,42.7,06,065,048100,06065048100
Census Tract 482; Riverside County; California,4726,126920,36.2,06,065,048200,06065048200
Census Tract 483; Riverside County; California,6688,114028,31.3,06,065,048300,06065048300
Census Tract 487; Riverside County; California,4299,83713,36.3,06,065,048700,06065048700
Census Tract 488; Riverside County; California,4487,82163,27.8,06,065,048800,06065048800
Census Tract 489.01; Riverside County; California,4189,74412,31.8,06,065,048901,06065048901
Census Tract 489.02; Riverside County; California,7916,75568,30.8,06,065,048902,06065048902
Census Tract 490.01; Riverside County; California,7175,119375,34.3,06,065,049001,06065049001
Census Tract 490.02; Riverside County; California,2768,100000,47.2,06,065,049002,06065049002
Census Tract 491.01; Riverside County; California,2139,46711,42.8,06,065,049101,06065049101
Census Tract 491.02; Riverside County; California,3368,68850,65.1,06,065,049102,06065049102
Census Tract 494; Riverside County; California,3060,68333,60.4,06,065,049400,06065049400
Census Tract 495.01; Riverside County; California,3998,61875,30.8,06,065,049501,06065049501
Census Tract 495.02; Riverside County; California,3182,30913,40.1,06,065,049502,06065049502
Census Tract 496; Riverside County; California,6674,93671,36.0,06,065,049600,06065049600
Census Tract 497.01; Riverside County; California,3655,152417,32.0,06,065,049701,06065049701
Census Tract 497.02; Riverside County; California,5875,162037,39.3,06,065,049702,06065049702
Census Tract 498; Riverside County; California,4101,78620,36.1,06,065,049800,06065049800
Census Tract 503.01; Riverside County; California,6425,116139,34.4,06,065,050301,06065050301
Census Tract 503.02; Riverside County; California,6451,114936,33.1,06,065,050302,06065050302
Census Tract 504.01; Riverside County; California,5161,108719,33.8,06,065,050401,06065050401
Census Tract 504.02; Riverside County; California,5112,91528,31.0,06,065,050402,06065050402
Census Tract 505.01; Riverside County; California,6445,100502,29.2,06,065,050501,06065050501
Census Tract 505.02; Riverside County; California,3221,128375,28.8,06,065,050502,06065050502
Census Tract 505.03; Riverside County; California,5384,113063,34.6,06,065,050503,06065050503
Census Tract 506; Riverside County; California,8387,105754,40.0,06,065,050600,06065050600
Census Tract 507.01; Riverside County; California,8860,128889,29.5,06,065,050701,06065050701
Census Tract 507.02; Riverside County; California,4504,117902,43.7,06,065,050702,06065050702
Census Tract 509.01; Riverside County; California,1740,89223,34.2,06,065,050901,06065050901
Census Tract 509.02; Riverside County; California,2394,107391,32.6,06,065,050902,06065050902
Census Tract 511; Riverside County; California,7372,93073,29.5,06,065,051100,06065051100
Census Tract 512; Riverside County; California,5313,72753,36.3,06,065,051200,06065051200
Census Tract 513.01; Riverside County; California,5347,67099,35.5,06,065,051301,06065051301
Census Tract 513.02; Riverside County; California,5932,72902,47.9,06,065,051302,06065051302
Census Tract 514.01; Riverside County; California,3243,96644,78.0,06,065,051401,06065051401
Census Tract 514.02; Riverside County; California,3171,60435,72.4,06,065,051402,06065051402
Census Tract 9401; Riverside County; California,147,40536,67.0,06,065,940100,06065940100
Census Tract 9404; Riverside County; California,5985,64196,41.0,06,065,940400,06065940400
Census Tract 9405; Riverside County; California,2277,106705,63.2,06,065,940500,06065940500
Census Tract 9406; Riverside County; California,3907,83472,67.9,06,065,940600,06065940600
Census Tract 9407; Riverside County; California,2657,82500,61.6,06,065,940700,06065940700
Census Tract 9408; Riverside County; California,2882,75000,64.1,06,065,940800,06065940800
Census Tract 9409; Riverside County; California,2071,62946,68.7,06,065,940900,06065940900
Census Tract 9410.01; Riverside County; California,1840,36827,63.1,06,065,941001,06065941001
Census Tract 9410.02; Riverside County; California,2380,71875,60.6,06,065,941002,06065941002
Census Tract 9411; Riverside County; California,2248,52679,68.8,06,065,941100,06065941100
Census Tract 9412; Riverside County; California,2835,87857,62.9,06,065,941200,06065941200
Census Tract 9413; Riverside County; California,2896,71422,57.0,06,065,941300,06065941300
Census Tract 9414; Riverside County; California,3842,58523,53.5,06,065,941400,06065941400
Census Tract 9415; Riverside County; California,5205,66439,33.4,06,065,941500,06065941500
Census Tract 9800.04; Riverside County; California,0,-666666666,-666666666.0,06,065,980004,06065980004
Census Tract 9810; Riverside County; California,5654,-666666666,39.6,06,065,981000,06065981000
